"Name","Live Bytes","Live Objects"
"org.springframework.core.convert.support.StringToTimeZoneConverter","80 B (0%)","5 (0%)"
"org.thymeleaf.spring5.processor.SpringTextareaFieldTagProcessor","80 B (0%)","1 (0%)"
"org.springframework.util.MultiValueMapAdapter","80 B (0%)","5 (0%)"
"org.thymeleaf.standard.processor.StandardXmlNsTagProcessor","80 B (0%)","2 (0%)"
"jdk.internal.loader.URLClassPath","80 B (0%)","2 (0%)"
"com.fasterxml.jackson.datatype.jsr310.ser.ZoneIdSerializer","80 B (0%)","5 (0%)"
"org.apache.coyote.http11.filters.ChunkedOutputFilter","80 B (0%)","2 (0%)"
"java.lang.ref.Finalizer","80 B (0%)","2 (0%)"
"sun.management.MemoryManagerImpl","80 B (0%)","2 (0%)"
"java.io.PrintStream","80 B (0%)","2 (0%)"
"java.time.format.DateTimeFormatterBuilder$ZoneTextPrinterParser","80 B (0%)","2 (0%)"
"org.springframework.core.convert.support.FallbackObjectToStringConverter","80 B (0%)","5 (0%)"
"org.springframework.core.convert.support.ArrayToCollectionConverter","80 B (0%)","5 (0%)"
"org.springframework.core.convert.support.StringToCurrencyConverter","80 B (0%)","5 (0%)"
"org.springframework.context.support.PropertySourcesPlaceholderConfigurer","80 B (0%)","1 (0%)"
"org.hibernate.engine.query.spi.HQLQueryPlan","80 B (0%)","2 (0%)"
"com.fasterxml.jackson.databind.module.SimpleKeyDeserializers","80 B (0%)","5 (0%)"
"com.fasterxml.jackson.databind.type.TypeParser","80 B (0%)","5 (0%)"
"org.springframework.core.convert.support.PropertiesToStringConverter","80 B (0%)","5 (0%)"
"org.hibernate.type.descriptor.java.BooleanTypeDescriptor","80 B (0%)","2 (0%)"
"com.fasterxml.jackson.databind.jsontype.impl.StdSubtypeResolver","80 B (0%)","5 (0%)"
"org.springframework.web.cors.DefaultCorsProcessor","80 B (0%)","5 (0%)"
"sun.nio.ch.NioSocketImpl$1","80 B (0%)","5 (0%)"
"org.unbescape.html.HtmlEscapeSymbols","80 B (0%)","2 (0%)"
"org.springframework.web.method.HandlerMethod$ReturnValueMethodParameter","80 B (0%)","1 (0%)"
"javax.servlet.DispatcherType[]","80 B (0%)","2 (0%)"
"org.springframework.data.jpa.repository.query.EscapeCharacter","80 B (0%)","5 (0%)"
"org.springframework.core.io.Resource[]","80 B (0%)","3 (0%)"
"net.bytebuddy.TypeCache$WithInlineExpunction","80 B (0%)","2 (0%)"
"java.lang.invoke.VarHandleReferences$Array","80 B (0%)","2 (0%)"
"org.springframework.core.convert.support.ObjectToCollectionConverter","80 B (0%)","5 (0%)"
"sun.util.cldr.CLDRLocaleProviderAdapter","80 B (0%)","1 (0%)"
"org.springframework.core.convert.support.ArrayToStringConverter","80 B (0%)","5 (0%)"
"org.thymeleaf.spring5.processor.SpringInputGeneralFieldTagProcessor","80 B (0%)","1 (0%)"
"java.util.concurrent.ForkJoinPool$WorkQueue[]","80 B (0%)","1 (0%)"
"org.springframework.core.convert.support.StringToPropertiesConverter","80 B (0%)","5 (0%)"
"org.springframework.web.servlet.function.support.RouterFunctionMapping","80 B (0%)","1 (0%)"
"org.thymeleaf.standard.processor.StandardAttrprependTagProcessor","80 B (0%)","2 (0%)"
"com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$TabularMapping","80 B (0%)","2 (0%)"
"org.springframework.core.convert.support.StringToBooleanConverter","80 B (0%)","5 (0%)"
"org.springframework.http.HttpStatus$Series[]","80 B (0%)","2 (0%)"
"org.apache.catalina.servlets.DefaultServlet","80 B (0%)","1 (0%)"
"com.sun.proxy.$Proxy45","80 B (0%)","5 (0%)"
"java.net.URLPermission$Authority","80 B (0%)","5 (0%)"
"com.sun.proxy.$Proxy39","80 B (0%)","5 (0%)"
"org.thymeleaf.standard.processor.StandardRefAttributeTagProcessor","80 B (0%)","2 (0%)"
"java.lang.ModuleLayer","80 B (0%)","2 (0%)"
"org.springframework.core.convert.support.StringToEnumConverterFactory","80 B (0%)","5 (0%)"
"org.thymeleaf.spring5.processor.SpringOptionFieldTagProcessor","80 B (0%)","1 (0%)"
"org.springframework.core.convert.support.EnumToStringConverter","80 B (0%)","5 (0%)"
"org.thymeleaf.spring5.processor.SpringInputCheckboxFieldTagProcessor","80 B (0%)","1 (0%)"
"com.fasterxml.jackson.databind.util.RootNameLookup","80 B (0%)","5 (0%)"
"org.springframework.web.servlet.mvc.method.annotation.ServletInvocableHandlerMethod","80 B (0%)","1 (0%)"
"org.springframework.core.convert.support.MapToMapConverter","80 B (0%)","5 (0%)"
"sun.util.locale.provider.JRELocaleProviderAdapter","80 B (0%)","1 (0%)"
"org.springframework.context.annotation.FilterType[]","80 B (0%)","2 (0%)"
"org.hibernate.query.criteria.internal.expression.ParameterExpressionImpl","80 B (0%)","2 (0%)"
"java.io.BufferedWriter","80 B (0%)","2 (0%)"
"org.thymeleaf.standard.processor.StandardSubstituteByTagProcessor","80 B (0%)","2 (0%)"
"org.springframework.core.convert.support.ObjectToOptionalConverter","80 B (0%)","5 (0%)"
"org.springframework.core.convert.support.ArrayToObjectConverter","80 B (0%)","5 (0%)"
"org.springframework.aop.aspectj.annotation.AnnotationAwareAspectJAutoProxyCreator","80 B (0%)","1 (0%)"
"org.springframework.core.convert.support.StringToNumberConverterFactory","80 B (0%)","5 (0%)"
"org.springframework.core.convert.support.IntegerToEnumConverterFactory","80 B (0%)","5 (0%)"
"org.attoparser.HtmlHeadCDATAContentElement","80 B (0%)","2 (0%)"
"org.springframework.core.convert.support.ZonedDateTimeToCalendarConverter","80 B (0%)","5 (0%)"
"org.thymeleaf.spring5.processor.SpringInputFileFieldTagProcessor","80 B (0%)","1 (0%)"
"org.springframework.data.projection.SpelAwareProxyProjectionFactory","80 B (0%)","2 (0%)"
"org.thymeleaf.spring5.processor.SpringInputPasswordFieldTagProcessor","80 B (0%)","1 (0%)"
"org.apache.tomcat.util.buf.EncodedSolidusHandling","72 B (0%)","3 (0%)"
"net.bytebuddy.implementation.bind.annotation.TargetMethodAnnotationDrivenBinder$ParameterBinder[]","72 B (0%)","1 (0%)"
"org.hibernate.FetchMode","72 B (0%)","3 (0%)"
"org.springframework.data.repository.util.QueryExecutionConverters$WrapperType$Cardinality","72 B (0%)","3 (0%)"
"org.hibernate.event.spi.SaveOrUpdateEventListener[]","72 B (0%)","3 (0%)"
"org.springframework.expression.TypedValue","72 B (0%)","3 (0%)"
"org.springframework.boot.autoconfigure.web.ErrorProperties$IncludeAttribute","72 B (0%)","3 (0%)"
"org.springframework.boot.jackson.JsonComponentModule","72 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$EnableWebMvcConfiguration","72 B (0%)","1 (0%)"
"org.springframework.data.mapping.PreferredConstructor","72 B (0%)","3 (0%)"
"java.net.Inet6Address","72 B (0%)","3 (0%)"
"org.hibernate.dialect.identity.GetGeneratedKeysDelegate","72 B (0%)","3 (0%)"
"javax.persistence.metamodel.Bindable$BindableType","72 B (0%)","3 (0%)"
"org.springframework.boot.context.properties.source.PropertyMapper[]","72 B (0%)","3 (0%)"
"org.hibernate.metamodel.model.domain.NavigableRole","72 B (0%)","3 (0%)"
"java.util.concurrent.ConcurrentSkipListMap$Node","72 B (0%)","3 (0%)"
"org.apache.tomcat.util.http.parser.HttpParser","72 B (0%)","3 (0%)"
"org.apache.coyote.AsyncStateMachine$AsyncState[]","72 B (0%)","1 (0%)"
"java.io.OutputStreamWriter","72 B (0%)","3 (0%)"
"org.apache.catalina.authenticator.AuthenticatorBase$AllowCorsPreflight","72 B (0%)","3 (0%)"
"java.lang.annotation.RetentionPolicy","72 B (0%)","3 (0%)"
"org.hibernate.loader.BatchFetchStyle","72 B (0%)","3 (0%)"
"org.springframework.core.env.PropertiesPropertySource","72 B (0%)","3 (0%)"
"java.lang.invoke.BoundMethodHandle$Species_LLLLLLLLLLL","72 B (0%)","1 (0%)"
"org.thymeleaf.templateparser.text.TextParser$BufferPool","72 B (0%)","3 (0%)"
"org.hibernate.metamodel.internal.JpaMetaModelPopulationSetting","72 B (0%)","3 (0%)"
"java.util.Collections$SynchronizedSet","72 B (0%)","3 (0%)"
"org.springframework.boot.origin.TextResourceOrigin$Location","72 B (0%)","3 (0%)"
"javax.servlet.SessionTrackingMode","72 B (0%)","3 (0%)"
"java.util.stream.Collector$Characteristics","72 B (0%)","3 (0%)"
"org.hibernate.engine.spi.ExecuteUpdateResultCheckStyle","72 B (0%)","3 (0%)"
"org.apache.tomcat.util.log.UserDataHelper$Mode","72 B (0%)","3 (0%)"
"com.fasterxml.jackson.databind.ser.impl.PropertySerializerMap$TypeAndSerializer","72 B (0%)","3 (0%)"
"org.hibernate.engine.jdbc.env.spi.IdentifierCaseStrategy","72 B (0%)","3 (0%)"
"javax.management.openmbean.SimpleType[]","72 B (0%)","1 (0%)"
"java.net.Proxy$Type","72 B (0%)","3 (0%)"
"org.hibernate.boot.registry.classloading.internal.TcclLookupPrecedence","72 B (0%)","3 (0%)"
"java.time.format.ResolverStyle","72 B (0%)","3 (0%)"
"java.lang.WeakPairMap","72 B (0%)","3 (0%)"
"org.hibernate.dialect.lock.OptimisticForceIncrementLockingStrategy","72 B (0%)","3 (0%)"
"org.springframework.beans.factory.config.EmbeddedValueResolver","72 B (0%)","3 (0%)"
"org.hibernate.metamodel.internal.AttributeFactory$ValueContext$ValueClassification","72 B (0%)","3 (0%)"
"org.thymeleaf.templateparser.text.TextParser","72 B (0%)","3 (0%)"
"org.hibernate.persister.walking.internal.EntityIdentifierDefinitionHelper$1","72 B (0%)","3 (0%)"
"jdk.internal.misc.Signal","72 B (0%)","3 (0%)"
"org.springframework.data.repository.core.support.QueryExecutionResultHandler","72 B (0%)","3 (0%)"
"javax.persistence.DiscriminatorType","72 B (0%)","3 (0%)"
"com.fasterxml.jackson.core.util.InternCache","72 B (0%)","1 (0%)"
"org.springframework.data.repository.core.support.TransactionalRepositoryProxyPostProcessor","72 B (0%)","3 (0%)"
"net.bytebuddy.description.method.ParameterList$ForLoadedExecutable$OfMethod","72 B (0%)","3 (0%)"
"org.springframework.boot.Banner$Mode","72 B (0%)","3 (0%)"
"org.springframework.context.annotation.AnnotationScopeMetadataResolver","72 B (0%)","3 (0%)"
"java.util.regex.Pattern$Prolog","72 B (0%)","3 (0%)"
"org.springframework.boot.autoconfigure.web.ServerProperties","72 B (0%)","1 (0%)"
"org.springframework.data.repository.query.QueryLookupStrategy$Key","72 B (0%)","3 (0%)"
"org.springframework.boot.WebApplicationType","72 B (0%)","3 (0%)"
"ch.qos.logback.core.spi.FilterReply","72 B (0%)","3 (0%)"
"org.springframework.http.ReadOnlyHttpHeaders","72 B (0%)","3 (0%)"
"org.hibernate.metamodel.internal.MetamodelImpl","72 B (0%)","1 (0%)"
"net.bytebuddy.implementation.bytecode.constant.FloatConstant","72 B (0%)","3 (0%)"
"org.springframework.web.method.support.HandlerMethodArgumentResolverComposite","72 B (0%)","3 (0%)"
"org.hibernate.loader.plan.spi.QuerySpace$Disposition","72 B (0%)","3 (0%)"
"org.hibernate.cfg.annotations.Nullability","72 B (0%)","3 (0%)"
"org.springframework.data.repository.config.BootstrapMode","72 B (0%)","3 (0%)"
"org.springframework.context.annotation.ClassPathBeanDefinitionScanner","72 B (0%)","1 (0%)"
"org.apache.tomcat.util.http.parser.SkipResult","72 B (0%)","3 (0%)"
"org.springframework.web.servlet.mvc.method.annotation.RequestAttributeMethodArgumentResolver","72 B (0%)","3 (0%)"
"org.springframework.jmx.support.RegistrationPolicy","72 B (0%)","3 (0%)"
"org.springframework.format.datetime.standard.DateTimeFormatterRegistrar$Type","72 B (0%)","3 (0%)"
"org.springframework.core.convert.support.DefaultConversionService","72 B (0%)","3 (0%)"
"sun.security.provider.NativePRNG$Variant","72 B (0%)","3 (0%)"
"org.attoparser.HtmlVoidHeadElement","72 B (0%)","3 (0%)"
"org.attoparser.config.ParseConfiguration$PrologPresence","72 B (0%)","3 (0%)"
"org.hibernate.dialect.lock.OptimisticLockingStrategy","72 B (0%)","3 (0%)"
"java.net.InetSocketAddress[]","72 B (0%)","3 (0%)"
"org.hibernate.hql.spi.id.local.AfterUseAction","72 B (0%)","3 (0%)"
"org.hibernate.cfg.AccessType","72 B (0%)","3 (0%)"
"org.springframework.data.jpa.repository.support.CrudMethodMetadataPostProcessor$CrudMethodMetadataPopulatingMethodInterceptor","72 B (0%)","3 (0%)"
"org.hibernate.boot.TempTableDdlTransactionHandling","72 B (0%)","3 (0%)"
"org.springframework.jdbc.datasource.embedded.EmbeddedDatabaseType","72 B (0%)","3 (0%)"
"org.springframework.beans.factory.annotation.Autowire","72 B (0%)","3 (0%)"
"org.h2.expression.SequenceValue","72 B (0%)","3 (0%)"
"org.springframework.boot.autoconfigure.condition.SearchStrategy","72 B (0%)","3 (0%)"
"ch.qos.logback.core.subst.Tokenizer$TokenizerState","72 B (0%)","3 (0%)"
"sun.management.ManagementFactoryHelper$1","72 B (0%)","3 (0%)"
"org.springframework.data.repository.core.support.RepositoryFactoryBeanSupport$$Lambda$857.0x000000080112b7f0","72 B (0%)","3 (0%)"
"org.springframework.expression.spel.support.ReflectivePropertyAccessor$OptimalPropertyAccessor","72 B (0%)","3 (0%)"
"org.hibernate.engine.jdbc.spi.TypeNullability","72 B (0%)","3 (0%)"
"org.hibernate.engine.jdbc.env.spi.SQLStateType","72 B (0%)","3 (0%)"
"org.attoparser.config.ParseConfiguration$UniqueRootElementPresence","72 B (0%)","3 (0%)"
"org.springframework.data.mapping.context.AbstractMappingContext$PersistentPropertyFilter$PropertyMatch","72 B (0%)","3 (0%)"
"org.springframework.boot.autoconfigure.condition.ConditionalOnWebApplication$Type","72 B (0%)","3 (0%)"
"java.time.zone.ZoneOffsetTransitionRule$TimeDefinition","72 B (0%)","3 (0%)"
"javax.persistence.criteria.JoinType","72 B (0%)","3 (0%)"
"java.lang.StringCoding$Result","72 B (0%)","3 (0%)"
"org.thymeleaf.cache.StandardCacheManager","72 B (0%)","1 (0%)"
"org.springframework.data.repository.core.support.RepositoryFactorySupport$ImplementationMethodExecutionInterceptor","72 B (0%)","3 (0%)"
"org.springframework.data.repository.config.DefaultRepositoryConfiguration","72 B (0%)","3 (0%)"
"org.springframework.boot.context.properties.source.ConfigurationPropertyName$Form","72 B (0%)","3 (0%)"
"org.h2.engine.Mode$UniqueIndexNullsHandling","72 B (0%)","3 (0%)"
"org.h2.command.dml.TransactionCommand","72 B (0%)","1 (0%)"
"org.springframework.data.repository.core.support.RepositoryFragment$ImplementedRepositoryFragment","72 B (0%)","3 (0%)"
"org.springframework.data.repository.core.support.MethodLookup$$Lambda$861.0x000000080112c7b8","72 B (0%)","3 (0%)"
"java.rmi.dgc.VMID","72 B (0%)","3 (0%)"
"org.springframework.web.servlet.mvc.method.annotation.SessionAttributeMethodArgumentResolver","72 B (0%)","3 (0%)"
"org.springframework.expression.spel.SpelCompilerMode","72 B (0%)","3 (0%)"
"org.thymeleaf.engine.IteratedGatheringModelProcessable$IterationWhiteSpaceHandling","72 B (0%)","3 (0%)"
"org.h2.mvstore.Page$PageReference[]","72 B (0%)","2 (0%)"
"java.time.format.DateTimeFormatterBuilder$ZoneIdPrinterParser","72 B (0%)","3 (0%)"
"com.fasterxml.jackson.databind.ser.std.NumberSerializer","72 B (0%)","3 (0%)"
"org.springframework.core.annotation.PackagesAnnotationFilter","72 B (0%)","3 (0%)"
"net.bytebuddy.implementation.bytecode.StackSize","72 B (0%)","3 (0%)"
"java.util.stream.MatchOps$MatchKind","72 B (0%)","3 (0%)"
"jdk.internal.math.FloatingDecimal$ExceptionalBinaryToASCIIBuffer","72 B (0%)","3 (0%)"
"java.io.ObjectInputFilter$Status","72 B (0%)","3 (0%)"
"javax.persistence.InheritanceType","72 B (0%)","3 (0%)"
"org.springframework.data.mapping.model.BasicPersistentEntity$$Lambda$786.0x000000080111ec38","72 B (0%)","3 (0%)"
"org.hibernate.internal.util.collections.BoundedConcurrentHashMap$Recency","72 B (0%)","3 (0%)"
"org.springframework.http.converter.ResourceRegionHttpMessageConverter","72 B (0%)","3 (0%)"
"org.apache.tomcat.util.net.SendfileState","72 B (0%)","3 (0%)"
"org.thymeleaf.spring5.view.ThymeleafView","72 B (0%)","1 (0%)"
"org.hibernate.NullPrecedence","72 B (0%)","3 (0%)"
"org.springframework.beans.factory.annotation.InitDestroyAnnotationBeanPostProcessor$LifecycleElement","72 B (0%)","3 (0%)"
"org.apache.coyote.http11.Http11InputBuffer$HeaderParseStatus","72 B (0%)","3 (0%)"
"org.springframework.boot.context.properties.source.DefaultPropertyMapper$LastMapping","72 B (0%)","3 (0%)"
"org.hibernate.query.criteria.LiteralHandlingMode","72 B (0%)","3 (0%)"
"org.hibernate.metamodel.internal.JpaStaticMetaModelPopulationSetting","72 B (0%)","3 (0%)"
"org.springframework.boot.origin.OriginTrackedValue$OriginTrackedCharSequence","72 B (0%)","3 (0%)"
"org.springframework.util.LinkedCaseInsensitiveMap$EntrySet","72 B (0%)","3 (0%)"
"ch.qos.logback.core.pattern.FormatInfo","72 B (0%)","3 (0%)"
"org.springframework.web.servlet.mvc.condition.ProducesRequestCondition","72 B (0%)","3 (0%)"
"org.hibernate.loader.plan.spi.LoadPlan$Disposition","72 B (0%)","3 (0%)"
"java.nio.channels.SelectionKey[]","72 B (0%)","3 (0%)"
"org.h2.command.Parser$NullConstraintType","72 B (0%)","3 (0%)"
"com.fasterxml.jackson.module.paramnames.ParameterNamesModule","72 B (0%)","1 (0%)"
"org.springframework.data.jpa.mapping.JpaMetamodelMappingContext","72 B (0%)","1 (0%)"
"jdk.internal.module.IllegalAccessLogger$Mode","72 B (0%)","3 (0%)"
"com.fasterxml.jackson.databind.PropertyName","72 B (0%)","3 (0%)"
"org.springframework.boot.context.properties.source.ConfigurationPropertyState","72 B (0%)","3 (0%)"
"org.springframework.boot.ansi.AnsiOutput$Enabled","72 B (0%)","3 (0%)"
"org.springframework.boot.jdbc.DataSourceInitializationMode","72 B (0%)","3 (0%)"
"org.springframework.http.converter.ByteArrayHttpMessageConverter","72 B (0%)","3 (0%)"
"java.lang.StackWalker$Option","72 B (0%)","3 (0%)"
"org.hibernate.boot.model.convert.internal.AttributeConverterManager$ConversionSite","72 B (0%)","3 (0%)"
"org.hibernate.mapping.PrimaryKey","72 B (0%)","3 (0%)"
"org.hibernate.dialect.lock.PessimisticForceIncrementLockingStrategy","72 B (0%)","3 (0%)"
"org.springframework.core.env.PropertySource$StubPropertySource","72 B (0%)","3 (0%)"
"javax.persistence.ValidationMode","72 B (0%)","3 (0%)"
"org.springframework.boot.origin.TextResourceOrigin","72 B (0%)","3 (0%)"
"java.util.regex.Pattern$BmpCharPredicate$$Lambda$721.0x0000000800ec7650","72 B (0%)","3 (0%)"
"java.nio.file.StandardCopyOption","72 B (0%)","3 (0%)"
"org.h2.table.DataChangeDeltaTable$ResultOption","72 B (0%)","3 (0%)"
"org.springframework.data.jpa.repository.support.JpaMetamodelEntityInformation$IdMetadata","72 B (0%)","3 (0%)"
"org.hibernate.boot.internal.MetadataBuilderImpl$MetadataBuildingOptionsImpl","72 B (0%)","1 (0%)"
"org.h2.api.IntervalQualifier[]","72 B (0%)","1 (0%)"
"javax.persistence.CacheStoreMode","72 B (0%)","3 (0%)"
"org.springframework.data.repository.core.support.MethodLookups$RepositoryAwareMethodLookup","72 B (0%)","3 (0%)"
"net.bytebuddy.dynamic.scaffold.TypeWriter$MethodPool$Record$Sort","72 B (0%)","3 (0%)"
"org.thymeleaf.model.AttributeValueQuotes","72 B (0%)","3 (0%)"
"org.apache.coyote.ContinueResponseTiming","72 B (0%)","3 (0%)"
"org.springframework.data.repository.query.parser.Part$IgnoreCaseType","72 B (0%)","3 (0%)"
"org.springframework.boot.availability.AvailabilityChangeEvent","64 B (0%)","2 (0%)"
"org.hibernate.engine.query.spi.QueryPlanCache$HQLQueryPlanKey","64 B (0%)","2 (0%)"
"org.springframework.data.jpa.repository.query.ParameterMetadataProvider$ParameterMetadata","64 B (0%)","2 (0%)"
"org.apache.logging.log4j.util.SortedArrayStringMap","64 B (0%)","2 (0%)"
"javax.persistence.GenerationType[]","64 B (0%)","2 (0%)"
"org.springframework.transaction.annotation.SpringTransactionAnnotationParser","64 B (0%)","4 (0%)"
"org.apache.catalina.connector.Connector[]","64 B (0%)","3 (0%)"
"org.apache.catalina.core.ApplicationFilterChain","64 B (0%)","2 (0%)"
"org.springframework.util.ConcurrentReferenceHashMap$TaskOption[]","64 B (0%)","2 (0%)"
"com.fasterxml.jackson.datatype.jdk8.Jdk8TypeModifier","64 B (0%)","4 (0%)"
"java.nio.charset.CoderResult[]","64 B (0%)","2 (0%)"
"org.springframework.boot.autoconfigure.template.TemplateAvailabilityProviders$1","64 B (0%)","1 (0%)"
"org.thymeleaf.util.ProcessorConfigurationUtils$CDATASectionProcessorWrapper","64 B (0%)","2 (0%)"
"antlr.TokenQueue","64 B (0%)","2 (0%)"
"org.hibernate.hql.internal.ast.tree.ParameterNode","64 B (0%)","1 (0%)"
"org.hibernate.query.internal.ParameterMetadataImpl","64 B (0%)","2 (0%)"
"org.springframework.data.web.SortHandlerMethodArgumentResolver","64 B (0%)","2 (0%)"
"com.fasterxml.jackson.databind.ser.std.NumberSerializers$IntegerSerializer","64 B (0%)","2 (0%)"
"org.apache.tomcat.util.buf.UEncoder","64 B (0%)","2 (0%)"
"ch.qos.logback.core.util.CachingDateFormatter","64 B (0%)","2 (0%)"
"sun.nio.fs.NativeBuffer","64 B (0%)","2 (0%)"
"org.springframework.boot.autoconfigure.web.ServerProperties$Tomcat$Accesslog","64 B (0%)","1 (0%)"
"org.springframework.web.accept.HeaderContentNegotiationStrategy","64 B (0%)","4 (0%)"
